name,url,category
D&#039;LITE,https://samsonite.com.tn/fr/accueil/245-4171-d-lite.html#/1-taille-s/18-couleur-rose/44-poids-2_kg/72-volume-39_l/104-dimension-55_x_40_x_22_cm,https://samsonite.com.tn/fr/13-valises
GATEWAY 200,https://samsonite.com.tn/fr/accueil/243-4164-gateway-200.html#/1-taille-s/19-dimension-55_x_40_x_20cm/58-volume-36_l/69-poids-3_kg/282-couleur-graphite,https://samsonite.com.tn/fr/13-valises
VAYCAY,https://samsonite.com.tn/fr/accueil/231-4151-vaycay.html#/1-taille-s/19-dimension-55_x_40_x_20cm/44-poids-2_kg/122-couleur-bleu_royal/186-volume-40_l,https://samsonite.com.tn/fr/13-valises
PULSONIC,https://samsonite.com.tn/fr/accueil/230-4147-pulsonic.html#/1-taille-s/11-couleur-noir/19-dimension-55_x_40_x_20cm/32-poids-25_kg/200-dimension_extensible-55_x_40_x_25_cm/252-volume-38_435_l,https://samsonite.com.tn/fr/13-valises
CROSSTRACK,https://samsonite.com.tn/fr/accueil/190-3885-crosstrack.html#/3-taille-l/5-couleur-gris/194-dimension-79_x_47_x_31_cm,https://samsonite.com.tn/fr/13-valises
Speedstar,https://samsonite.com.tn/fr/valises/189-3872-speedstar.html#/1-taille-s/19-dimension-55_x_40_x_20cm/351-couleur-bleu_ciel,https://samsonite.com.tn/fr/13-valises
Sky Surfer Spinner,https://samsonite.com.tn/fr/souples/171-3731-sky-surfer-spinner.html#/1-taille-s/11-couleur-noir/19-dimension-55_x_40_x_20cm/27-volume-38_l/32-poids-25_kg,https://samsonite.com.tn/fr/13-valises
Lipault Plume 3.0 Spinner,https://samsonite.com.tn/fr/souples/158-3660-lipault-plume-30-spinner-.html#/1-taille-s/258-volume-63_l/386-dimension-55_x_35_x_21_cm/387-poids-219_kg/390-couleur-bordeaux,https://samsonite.com.tn/fr/13-valises
Set de 3 Valises Bon Air Spinner,https://samsonite.com.tn/fr/ensembles-de-valises/139-set-de-3-valises-bon-air.html,https://samsonite.com.tn/fr/13-valises
ORFEO,https://samsonite.com.tn/fr/accueil/283-4419-orfeo.html#/1-taille-s/11-couleur-noir/19-dimension-55_x_40_x_20cm/125-poids-24_kg/383-volume-37_l,https://samsonite.com.tn/fr/13-valises
DASHPOP SPINNER,https://samsonite.com.tn/fr/accueil/271-4335-dashpop-spinner.html#/1-taille-s/16-couleur-jaune/19-dimension-55_x_40_x_20cm/32-poids-25_kg/179-dimension_extensible-55_x_40_x_23_cm/190-volume-43_46_l,https://samsonite.com.tn/fr/13-valises
Nuon Spinner,https://samsonite.com.tn/fr/rigides/101-3586-nuon-spinner.html#/1-taille-s/19-dimension-55_x_40_x_20cm/32-poids-25_kg/179-dimension_extensible-55_x_40_x_23_cm/291-volume-38_42_l/297-couleur-matt_graphite,https://samsonite.com.tn/fr/13-valises
Wavebreaker Disney Spinner,https://samsonite.com.tn/fr/valise-enfant/99-3576-wavebreaker-disney-spinner.html#/1-taille-s/19-dimension-55_x_40_x_20cm/58-volume-36_l/64-poids-26_kg/278-couleur-donald_blue_kiss,https://samsonite.com.tn/fr/13-valises
C-LITE,https://samsonite.com.tn/fr/accueil/247-4174-c-lite.html#/1-taille-s/19-dimension-55_x_40_x_20cm/44-poids-2_kg/58-volume-36_l/245-couleur-bleu,https://samsonite.com.tn/fr/13-valises
Disney Ultimate 2.0,https://samsonite.com.tn/fr/valise-enfant/97-3571-disney-ultimate-20.html#/1-taille-s/62-poids-17_kg/271-couleur-mickey_donald/274-dimension-465_x_33_x_225_cm/275-volume-205_l,https://samsonite.com.tn/fr/13-valises
STACKD,https://samsonite.com.tn/fr/accueil/229-4137-stackd-.html#/1-taille-s/16-couleur-jaune/19-dimension-55_x_40_x_20cm/147-volume-36_41_l/179-dimension_extensible-55_x_40_x_23_cm,https://samsonite.com.tn/fr/13-valises
Dream Rider Disney,https://samsonite.com.tn/fr/valise-enfant/96-3566-dream-rider.html#/1-taille-s/63-poids-23_kg/263-couleur-donald_stars/268-dimension-51_x_37_x_22_cm/269-volume-28_l,https://samsonite.com.tn/fr/13-valises
MAJOR-LITE,https://samsonite.com.tn/fr/rigides/223-4128-major-lite.html#/1-taille-s/11-couleur-noir/19-dimension-55_x_40_x_20cm/179-dimension_extensible-55_x_40_x_23_cm/237-volume-38_44_l,https://samsonite.com.tn/fr/13-valises
Airea Spinner EXP,https://samsonite.com.tn/fr/valises/95-3547-airea-spinner-exp.html#/1-taille-s/245-couleur-bleu/246-dimension-55_x_35_x_22_cm/249-dimension_extensible-55_x_35_x_25_cm/252-volume-38_435_l/255-poids-18_kg,https://samsonite.com.tn/fr/13-valises
ATTRIX,https://samsonite.com.tn/fr/accueil/220-4127-attrix.html#/4-taille-xl/57-dimension-81_x_55_x_34cm/70-poids-34_kg/281-couleur-black_gold_deluscious,https://samsonite.com.tn/fr/13-valises
Proxis Spinner,https://samsonite.com.tn/fr/rigides/93-3541-proxis-spinner.html#/1-taille-s/19-dimension-55_x_40_x_20cm/121-poids-22_kg/179-dimension_extensible-55_x_40_x_23_cm/237-volume-38_44_l/243-couleur-bleu_petrole,https://samsonite.com.tn/fr/13-valises
ESSENS,https://samsonite.com.tn/fr/rigides/218-4097-essens.html#/3-taille-l/15-couleur-vert/21-dimension-75_x_51_x_32cm/129-poids-43_kg/188-volume-108_l,https://samsonite.com.tn/fr/13-valises
UPSCAPE,https://samsonite.com.tn/fr/accueil/194-3895-upscape.html#/1-taille-s/16-couleur-jaune/19-dimension-55_x_40_x_20cm,https://samsonite.com.tn/fr/13-valises
Lite Locked,https://samsonite.com.tn/fr/rigides/37-3325-lite-locked.html#/2-taille-m/11-couleur-noir/59-volume-68_l/70-poids-34_kg/85-dimension-69_x_45_x_29_cm,https://samsonite.com.tn/fr/13-valises
Lite Shock,https://samsonite.com.tn/fr/rigides/38-3754-lite-shock.html#/2-taille-m/14-couleur-bleu/20-dimension-69_x_48_x_30cm/288-dimension_extensible-69_x_45_x_31_cm,https://samsonite.com.tn/fr/13-valises
S&#039;cure Eco,https://samsonite.com.tn/fr/rigides/44-3343-s-cure-eco.html#/1-taille-s/14-couleur-bleu/41-volume-35l/65-poids-29_kg/104-dimension-55_x_40_x_22_cm,https://samsonite.com.tn/fr/13-valises
MIDTOWN DUFFLE,https://samsonite.com.tn/fr/accueil/285-4426-midtown-duffle.html#/1-taille-s/11-couleur-noir/19-dimension-55_x_40_x_20cm/63-poids-23_kg/97-volume-43_l,https://samsonite.com.tn/fr/13-valises
Popsoda,https://samsonite.com.tn/fr/souples/49-3367-popsoda.html#/2-taille-m/10-couleur-rouge/59-volume-68_l/65-poids-29_kg/127-dimension-66_x_44_x_28_cm,https://samsonite.com.tn/fr/13-valises
Spark,https://samsonite.com.tn/fr/souples/50-3368-spark.html#/2-taille-m/11-couleur-noir/28-volume-82_l/69-poids-3_kg/88-dimension-67_x_44_x_27_cm,https://samsonite.com.tn/fr/13-valises
Summer Funk,https://samsonite.com.tn/fr/accueil/204-3937-summer-funk.html#/1-taille-s/11-couleur-noir/19-dimension-55_x_40_x_20cm,https://samsonite.com.tn/fr/13-valises
Base Boost,https://samsonite.com.tn/fr/souples/52-3370-base-boost.html#/1-taille-s/10-couleur-rouge/65-poids-29_kg/104-dimension-55_x_40_x_22_cm/114-volume-34_l,https://samsonite.com.tn/fr/13-valises
Set de 3 valises HYPERSPEED,https://samsonite.com.tn/fr/accueil/255-set-de-3-valises-hyperspeed.html,https://samsonite.com.tn/fr/13-valises
SEASEEKER,https://samsonite.com.tn/fr/accueil/192-3890-seaseeker.html#/1-taille-s/19-dimension-55_x_40_x_20cm/352-couleur-rose_bebe,https://samsonite.com.tn/fr/13-valises
Holiday Heat,https://samsonite.com.tn/fr/souples/71-3490-holiday-heat.html#/1-taille-s/11-couleur-noir/19-dimension-55_x_40_x_20cm/58-volume-36_l/64-poids-26_kg,https://samsonite.com.tn/fr/13-valises
Lite Volt,https://samsonite.com.tn/fr/souples/70-3486-lite-volt.html#/2-taille-m/81-volume-70_l/125-poids-24_kg/181-couleur-sunset/193-dimension-68_x_425_x_29_cm,https://samsonite.com.tn/fr/13-valises
Eco SPIN Atlas,https://samsonite.com.tn/fr/souples/69-3483-eco-spin.html#/1-taille-s/11-couleur-noir/19-dimension-55_x_40_x_20cm/32-poids-25_kg/186-volume-40_l,https://samsonite.com.tn/fr/13-valises
Linex,https://samsonite.com.tn/fr/rigides/65-3556-linex.html#/2-taille-m/18-couleur-rose/133-poids-32_kg/257-dimension-66_x_45_x_27_cm/258-volume-63_l,https://samsonite.com.tn/fr/13-valises
Wavebreaker,https://samsonite.com.tn/fr/valise-enfant/64-3463-wavebreaker.html#/1-taille-s/19-dimension-55_x_40_x_20cm/58-volume-36_l/64-poids-26_kg/174-couleur-bleu_celeste,https://samsonite.com.tn/fr/13-valises
Soundbox,https://samsonite.com.tn/fr/rigides/63-3454-soundbox.html#/1-taille-s/64-poids-26_kg/104-dimension-55_x_40_x_22_cm/119-volume-41_l/172-couleur-violet,https://samsonite.com.tn/fr/13-valises
Funlight Star Wars,https://samsonite.com.tn/fr/disney-enfant/59-3412-funlight-star-wars.html#/1-taille-s/19-dimension-55_x_40_x_20cm/58-volume-36_l/64-poids-26_kg/169-couleur-star_wars,https://samsonite.com.tn/fr/13-valises
Airconic,https://samsonite.com.tn/fr/rigides/55-3384-airconic.html#/1-taille-s/11-couleur-noir/19-dimension-55_x_40_x_20cm/44-poids-2_kg/134-volume-335_l,https://samsonite.com.tn/fr/13-valises
Cosmolite,https://samsonite.com.tn/fr/rigides/30-3742-cosmolite.html#/2-taille-m/5-couleur-gris/55-dimension-69_x_46_x_29cm/59-volume-68_l/63-poids-23_kg,https://samsonite.com.tn/fr/13-valises
magnum Eco Spinner,https://samsonite.com.tn/fr/rigides/25-2421-magnum-eco-spinner.html#/1-taille-s/14-couleur-bleu/19-dimension-55_x_40_x_20cm/27-volume-38_l/32-poids-25_kg,https://samsonite.com.tn/fr/14-rigides
Citybeat Spinner,https://samsonite.com.tn/fr/souples/26-2438-citybeat-spinner.html#/1-taille-s/14-couleur-bleu/36-dimension-55_x_35_x_20cm/41-volume-35l/44-poids-2_kg,https://samsonite.com.tn/fr/15-souples
Set de 4 valises Magnum-Eco Spinner,https://samsonite.com.tn/fr/ensembles-de-valises/28-set-de-4-valises-magnum-eco-spinner.html,https://samsonite.com.tn/fr/38-ensembles-de-valises
PRO-DLX 6 SLG 046-B 6CC,https://samsonite.com.tn/fr/accueil/294-pro-dlx-6-slg-046-b-6cc.html,https://samsonite.com.tn/fr/17-accessoires
PRO-DLX 6 SLG 049 - B S,https://samsonite.com.tn/fr/accueil/293--pro-dlx-6-slg-049-b-s.html,https://samsonite.com.tn/fr/17-accessoires
HIGH TURN  BEAUTY CASE,https://samsonite.com.tn/fr/accueil/268-4305-high-turn-beauty-case.html#/1-taille-s/11-couleur-noir/184-poids-16_kg/300-dimension-31_x_26_x_18_cm/374-volume-20_l,https://samsonite.com.tn/fr/17-accessoires
FLAGGED 2.0 SLG 001,https://samsonite.com.tn/fr/accueil/239-flagged-20-slg-001.html,https://samsonite.com.tn/fr/17-accessoires
FLAGGED 2.0 SLG 046,https://samsonite.com.tn/fr/accueil/238-flagged-20-slg-046.html,https://samsonite.com.tn/fr/17-accessoires
ATTACK 2 SLG 049,https://samsonite.com.tn/fr/accueil/236-attack-2-slg-049.html,https://samsonite.com.tn/fr/17-accessoires
Global Ta Foldable Luggage Cover,https://samsonite.com.tn/fr/housse-de-valise/159-3686-global-ta-foldable-luggage-cover.html#/4-taille-xl/11-couleur-noir/395-dimension-81cm_86cm,https://samsonite.com.tn/fr/17-accessoires
Success 2 SLG 119,https://samsonite.com.tn/fr/accueil/113-3616-success-2-slg-119.html#/205-couleur-ebony_brown/209-poids-01_kg/320-dimension-106_x_95_x_1_cm,https://samsonite.com.tn/fr/17-accessoires
Success 2 SLG 137,https://samsonite.com.tn/fr/portefeuille/112-3615-success-2-slg-137.html#/11-couleur-noir/319-dimension-125_x_96_x_1_cm,https://samsonite.com.tn/fr/17-accessoires
Housse de protection Patch,https://samsonite.com.tn/fr/housse-de-valise/109-3608-housse-de-protection-patch.html#/2-taille-m/217-poids-02_kg/312-dimension-69_x_46_x_1_cm/313-couleur-28_patrimoine,https://samsonite.com.tn/fr/17-accessoires
Sangle à code,https://samsonite.com.tn/fr/sangles/92-3534-sangle-a-code.html#/14-couleur-bleu/231-dimension-18_x_5_x_02_cm/232-poids-017_kg,https://samsonite.com.tn/fr/17-accessoires
Rain Pro 3 Ultra mini,https://samsonite.com.tn/fr/parapluie/91-3531-rain-pro-3-ultra-mini.html#/11-couleur-noir/229-dimension-_225cm_885_cm/230-poids-016_kg,https://samsonite.com.tn/fr/17-accessoires
Outline 8CC,https://samsonite.com.tn/fr/portefeuille/89-3529-outline-8cc.html#/17-couleur-marron/225-dimension-79_x_13_x_1_cm/226-poids-0122_kg,https://samsonite.com.tn/fr/17-accessoires
Kit confort,https://samsonite.com.tn/fr/coussin-de-voyage/88-3528-kit-confort.html#/11-couleur-noir,https://samsonite.com.tn/fr/17-accessoires
Eye shades &amp; ear,https://samsonite.com.tn/fr/masques/82-3522-eye-shades-ear.html#/214-couleur-vert_militaire/215-poids-081_kg,https://samsonite.com.tn/fr/17-accessoires
Cadenas à combinaison TSA,https://samsonite.com.tn/fr/cadenas/80-3517-cadenas-a-combinaison-tsa.html#/11-couleur-noir/210-dimension-7_x_3_x_1_cm/212-poids-007_kg,https://samsonite.com.tn/fr/17-accessoires
Cadenas à combinaison,https://samsonite.com.tn/fr/cadenas/79-3515-cadenas-a-combinaison.html#/11-couleur-noir/210-dimension-7_x_3_x_1_cm/211-poids-005_kg,https://samsonite.com.tn/fr/17-accessoires
Cadenas à clé,https://samsonite.com.tn/fr/cadenas/78-3514-cadenas-a-cle.html#/11-couleur-noir/208-dimension-45_x_27_x_12_cm/209-poids-01_kg,https://samsonite.com.tn/fr/17-accessoires
Alu drop S 3 Tomato,https://samsonite.com.tn/fr/parapluie/75-3511-alu-drop-s-3-tomato.html#/1-taille-s/10-couleur-rouge/203-dimension-_26cm_91_cm/204-poids-023_kg,https://samsonite.com.tn/fr/17-accessoires
Housse de protection,https://samsonite.com.tn/fr/housse-de-valise/29-2446-housse-de-protection.html#/11-couleur-noir/52-dimension-72_x_57_x_30cm/53-taille-large_extensible/54-poids-015_kg,https://samsonite.com.tn/fr/17-accessoires
Sac à dos UpBeat SAD Zip,https://samsonite.com.tn/fr/sac-scolaire/152-3642-sac-a-dos-upbeat-sad-zip.html#/10-couleur-rouge/343-poids-04_kg/364-dimension-425_x_29_x_19_cm/365-volume-195_l,https://samsonite.com.tn/fr/27-disney-enfant
Sac à dos Disney Forever,https://samsonite.com.tn/fr/sac-scolaire/149-3639-sac-a-dos-disney-forever.html#/343-poids-04_kg/356-couleur-noir_et_blanc/357-dimension-315_x_24_x_145_cm/358-volume-11_l,https://samsonite.com.tn/fr/27-disney-enfant
Sac à dos Disney Minnie rêveuse,https://samsonite.com.tn/fr/sac-a-dos-enfants/146-3635-sac-a-dos-disney-minnie-reveuse.html#/10-couleur-rouge/346-dimension-46_x_335_x_22_cm/347-volume-19_l/348-poids-13_kg,https://samsonite.com.tn/fr/27-disney-enfant
Sam School Spirit M,https://samsonite.com.tn/fr/sac-scolaire/111-3614-sam-school-spirit-m.html#/2-taille-m/315-couleur-lemon_fields/316-dimension-33_x_40_x_17_cm/317-volume-15_l/318-poids-1_kg,https://samsonite.com.tn/fr/27-disney-enfant
Sammies Panda,https://samsonite.com.tn/fr/sac-a-dos-enfants/102-3602-sammies-panda.html#/299-couleur-panda/300-dimension-31_x_26_x_18_cm/301-poids-024_kg/302-volume-9_l,https://samsonite.com.tn/fr/27-disney-enfant
URBAN GROOVE UG LIFESTYLE  JUNGLE,https://samsonite.com.tn/fr/accueil/279-4414-urban-groove-ug-lifestyle-jungle.html#/343-poids-04_kg/366-dimension-40_x_275_x_205_cm/367-volume-23_l/442-couleur-jungle,https://samsonite.com.tn/fr/32-sac-a-dos
ECODIVER LAPTOP BACKPACK,https://samsonite.com.tn/fr/accueil/244-4166-ecodiver-laptop-backpack.html#/16-couleur-jaune/318-poids-1_kg/350-volume-26_l/419-dimension-48_x_32_x_235_cm,https://samsonite.com.tn/fr/32-sac-a-dos
LITEPOINT,https://samsonite.com.tn/fr/accueil/228-litepoint.html,https://samsonite.com.tn/fr/32-sac-a-dos
SPETROLITE 3.0,https://samsonite.com.tn/fr/accueil/226-spetrolite-30.html,https://samsonite.com.tn/fr/32-sac-a-dos
Urban Groove,https://samsonite.com.tn/fr/accueil/206-3940-urban-groove.html#/172-couleur-violet/274-dimension-465_x_33_x_225_cm/334-poids-05_kg,https://samsonite.com.tn/fr/32-sac-a-dos
Urban Groove UG3 Sac Ordinateur 15.6&quot;,https://samsonite.com.tn/fr/sac-ordinateur/167-3725-urban-groove-ug3-sac-ordinateur-156.html#/11-couleur-noir/323-volume-25_l/334-poids-05_kg/421-dimension-45_x_305_x_23_cm,https://samsonite.com.tn/fr/32-sac-a-dos
Sac à dos UG LifeStyle BP 6,https://samsonite.com.tn/fr/sac-scolaire/154-3649-sac-a-dos-ug-lifestyle-bp-6.html#/343-poids-04_kg/372-couleur-flowers_black/373-dimension-43_x_28_x_23_cm/374-volume-20_l,https://samsonite.com.tn/fr/32-sac-a-dos
Sac à dos UG LifeStyle,https://samsonite.com.tn/fr/sac-scolaire/153-3646-sac-a-dos-ug-lifestyle.html#/366-dimension-40_x_275_x_205_cm/367-volume-23_l/368-poids-039_kg/369-couleur-glitch,https://samsonite.com.tn/fr/32-sac-a-dos
SummerFunk Duffle,https://samsonite.com.tn/fr/sac-a-dos/125-3633-summerfunk-duffle.html#/47-taille-cabine/245-couleur-bleu/329-poids-06_kg/344-dimension-32_x_525_x_30_cm/345-volume-505_l,https://samsonite.com.tn/fr/32-sac-a-dos
AT Work Sac Ordinateur 17.3&quot;,https://samsonite.com.tn/fr/sac-ordinateur/163-3715-at-work-sac-ordinateur-173.html#/11-couleur-noir/114-volume-34_l/324-poids-07_kg/413-dimension-525_x_335_x_235_cm,https://samsonite.com.tn/fr/32-sac-a-dos
Sac Urban Pack Florale,https://samsonite.com.tn/fr/sac-scolaire/105-sac-urban-pack-florale.html,https://samsonite.com.tn/fr/32-sac-a-dos
